category,category_label,name,legal_name,town,url,website,website_source
sadik,Детский сад,Центр развития ребенка – детский сад №18,Центр развития ребенка – детский сад №18,Подольск,https://moskva.fulledu.ru/sadik/18-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Центр развития ребенка – детский сад №9,Центр развития ребенка – детский сад №9,Волоколамск,https://moskva.fulledu.ru/sadik/detskiy-sad-9-1064-628301/about/,,
sadik,Детский сад,Центр развития ребенка –детский сад №32,Центр развития ребенка –детский сад №32,Жуковский,https://moskva.fulledu.ru/sadik/detskiy-sad-32-9779-153969/about/,,
sadik,Детский сад,Центр развития ребенка — детский сад №16 г. Можайска МДОУ №16 г. Можайска,Центр развития ребенка — детский сад №16 г. Можайска МДОУ №16 г. Можайска,Можайск,https://moskva.fulledu.ru/sadik/16-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Центр развития ребенка №3,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""центр Развития Ребёнка - Детский Сад №3""",Сергиев Посад,https://moskva.fulledu.ru/sadik/mbdou-centr-razvitiya-rebenka-detskiy-sad-3-2975-3213/about/,,
sadik,Детский сад,Центр развития ребенка- детский сад №1,"Федеральное Государственное Бюджетное Дошкольное Образовательное Учреждение ""центр Развития Ребёнка - Детский Сад №1"" Управления Делами Президента Российской Федерации",Москва,https://moskva.fulledu.ru/sadik/fgbdou-centr-razvitiya-rebnka-detskiy-sad-1-upravleniya-delami-prezidenta-rossiyskoy-federacii/about/,,
sadik,Детский сад,"Центр развития ребенка- детский сад №33 ""Ромашка""","Центр развития ребенка- детский сад №33 ""Ромашка""",Воскресенск,https://moskva.fulledu.ru/sadik/mdou-crr-detskiy-sad-33-romashka/about/,,
sadik,Детский сад,Центр развития ребенка-детский сад №12,Центр развития ребенка-детский сад №12,Орехово-Зуево,https://moskva.fulledu.ru/sadik/detskiy-sad-12-2194-931697/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад,Центр развития ребёнка - детский сад,поселок городского типа Звездный городок,https://moskva.fulledu.ru/sadik/mdou-crr-detskiy-sad-lastochka-zato-gorodskogo-okruga-zvezdnyy-gorodok/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад,Центр развития ребёнка - детский сад,поселок Успенский,https://moskva.fulledu.ru/sadik/mdou-crr-detskiy-sad-topolek-136-1776/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №12,Центр развития ребёнка - детский сад №12,Электросталь,https://moskva.fulledu.ru/sadik/12-zolotoy-petushok-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,"Центр Развития Ребёнка - детский сад №16 ""Сказка""","Центр Развития Ребёнка - детский сад №16 ""Сказка""",Ивантеевка,https://moskva.fulledu.ru/sadik/detskiy-sad-mdou-crr-ds-16-skazka/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №21,Центр развития ребёнка - детский сад №21,Балашиха,https://moskva.fulledu.ru/sadik/mbdou-centr-razvitiya-rebenka-detskiy-sad-21/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №26,Центр развития ребёнка - детский сад №26,Жуковский,https://moskva.fulledu.ru/sadik/26-detskiy-sad-1521-403281/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №28,Центр развития ребёнка - детский сад №28,Балашиха,https://moskva.fulledu.ru/sadik/detskiy-sad-28-9446-402841/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №28,Центр развития ребёнка - детский сад №28,Жуковский,https://moskva.fulledu.ru/sadik/detskiy-sad-mou-shkola-sad-lomonosov/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №28 городского округа Орехово-Зуево Московской области,Центр развития ребёнка - детский сад №28 городского округа Орехово-Зуево Московской области,Орехово-Зуево,https://moskva.fulledu.ru/sadik/28-zhuravushka-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №29,Центр развития ребёнка - детский сад №29,Жуковский,https://moskva.fulledu.ru/sadik/detskiy-sad-29-2543-60167/about/,,
sadik,Детский сад,"Центр развития ребёнка - детский сад №3 ""Белочка""","Центр развития ребёнка - детский сад №3 ""Белочка""",Краснознаменск,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-3-belochka/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №3 городского округа Орехово-Зуево Московской области,Центр развития ребёнка - детский сад №3 городского округа Орехово-Зуево Московской области,Орехово-Зуево,https://moskva.fulledu.ru/sadik/3-vishenka-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №5,Центр развития ребёнка - детский сад №5,Жуковский,https://moskva.fulledu.ru/sadik/detskiy-sad-5-318-249448/about/,,
sadik,Детский сад,Центр развития ребёнка - детский сад №6,Центр развития ребёнка - детский сад №6,Луховицы,https://moskva.fulledu.ru/sadik/mbdou-crr-detskiy-sad-6-kolokolchik/about/,,
sadik,Детский сад,"Центр развития ребёнка - детский сад №65 ""Радость"" Щёлковского муниципального района Московской области","Центр развития ребёнка - детский сад №65 ""Радость"" Щёлковского муниципального района Московской области",Щелково,https://moskva.fulledu.ru/sadik/65-radost-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,"Центр развития ребёнка - детский сад №8 ""Радуга""","Центр развития ребёнка - детский сад №8 ""Радуга""",Долгопрудный,https://moskva.fulledu.ru/sadik/aou-detskiy-sad-8/about/,,
sadik,Детский сад,"Центр развития ребёнка - детский сад №9 ""Айболит""","Центр развития ребёнка - детский сад №9 ""Айболит""",Ивантеевка,https://moskva.fulledu.ru/sadik/9-aybolit-detskiy-sad/about/,,
sadik,Детский сад,Центр развития ребёнка- детский сад №5 Щелковского муниципального района Московской области,Центр развития ребёнка- детский сад №5 Щелковского муниципального района Московской области,Щелково,https://moskva.fulledu.ru/sadik/5-detskiy-sad-centr-razvitiya-rebenka-3689-927885/about/,,
sadik,Детский сад,Центр развития ребёнка-детский сад №46,Центр развития ребёнка-детский сад №46,Электросталь,https://moskva.fulledu.ru/sadik/46-cheburashka-detskiy-sad/about/,,
sadik,Детский сад,Црр - № 1,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""центр Развития Ребенка - Детский Сад № 1 Первой Категории""",поселок городского типа Богородское,https://moskva.fulledu.ru/sadik/mbdou-crr-detskiy-sad-1/about/,,
sadik,Детский сад,ЦРР - № 73 Алёнушка,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""центр Развития Ребёнка - Детский Сад № 73 Алёнушка""",Ногинск,https://moskva.fulledu.ru/sadik/mbdou-crr-detskiy-sad-73-alnushka-2031-164/about/,,
sadik,Детский сад,Црр № 41,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""центр Развития Ребенка - Детский  Сад  № 41 ""звёздочка""",Королев,https://moskva.fulledu.ru/sadik/mbdou-crr-detskiy-sad-41-zvzdochka/about/,,
sadik,Детский сад,Црр №37,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""центр Развития Ребенка  -   Детский Сад  №37 ""рябинка""",Королев,https://moskva.fulledu.ru/sadik/mbdou-crr-detskiy-sad-37-ryabinka/about/,,
sadik,Детский сад,"Частный детский мини-сад ""Диносад""","Частный детский мини-сад ""Диносад""",Москва,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-mini-sad-dinosad/about/,,
sadik,Детский сад,"Частный детский сад ""Алиса""","Частный детский сад ""Алиса""",Раменское,https://moskva.fulledu.ru/sadik/detskiy-sad-alisa-6726-3156/about/,,
sadik,Детский сад,"Частный детский сад ""Крепыши""","Частный детский сад ""Крепыши""",Домодедово,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-krepyshi/about/,,
sadik,Детский сад,Частный детский сад ВинниПух Бутово,Частный детский сад ВинниПух Бутово,деревня Дрожжино,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-vinnipuh-butovo/about/,,
sadik,Детский сад,Частный детский сад КАТЮША,Частный детский сад КАТЮША,Апрелевка,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-katusha/about/,,
sadik,Детский сад,Частный детский сад Монтессори,Частный детский сад Монтессори,Воскресенск,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-montessori/about/,,
sadik,Детский сад,Частный детский сад Сказочный домик,Частный детский сад Сказочный домик,Апрелевка,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-skazochnyy-domik-9406-319995/about/,,
sadik,Детский сад,Частный детский сад-ясли Baby Park в Пушкино,Частный детский сад-ясли Baby Park в Пушкино,Пушкино,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-yasli-baby-park-v-pushkino/about/,,
sadik,Детский сад,Частный детский сад. Детский клуб Stay&Play КП Марсель.,Частный детский сад. Детский клуб Stay&Play КП Марсель.,деревня Никольское,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-detskiy-klub-stayplay-kp-marsel/about/,,
sadik,Детский сад,"Частный детский садик ""СЁМА""","Частный детский садик ""СЁМА""",деревня Брехово,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sadik-sma/about/,,
sadik,Детский сад,Частный детский сад–ясли,Частный детский сад–ясли,Москва,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sadyasli-mshodnenskaya/about/,,
sadik,Детский сад,Частный домашний детский сад Нахабино,Частный домашний детский сад Нахабино,поселок городского типа Нахабино,https://moskva.fulledu.ru/sadik/chastnyy-domashniy-detskiy-sad-nahabino/about/,,
sadik,Детский сад,"Частный домашний ясли-сад ""Калинки"" в г.Люберцы","Частный домашний ясли-сад ""Калинки"" в г.Люберцы",Люберцы,https://moskva.fulledu.ru/sadik/chastnyy-domashniy-yasli-sad-kalinki-v-glubercy/about/,,
sadik,Детский сад,Чебурашка,Чебурашка,Воскресенск,https://moskva.fulledu.ru/sadik/38-cheburashka-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Чебурашка,Чебурашка,Подольск,https://moskva.fulledu.ru/sadik/17-cheburashka-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Чебурашка,Чебурашка,,https://moskva.fulledu.ru/sadik/mkdou-detskiy-sad-29-skvorushka/about/,,
sadik,Детский сад,Чебурашка,Чебурашка,Егорьевск,https://moskva.fulledu.ru/sadik/detskiy-sad-27-cheburashka/about/,,
sadik,Детский сад,Чебурашка,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""детский Сад Комбинированного Вида №14 ""чебурашка""",Реутов,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-14-cheburashka/about/,,
sadik,Детский сад,Чебурашка,"Муниципальное Дошкольное Образовательное Учреждение Детский Сад Общеразвивающего Вида № 25 ""чебурашка""",поселок Лесной,https://moskva.fulledu.ru/sadik/mdou-detskiy-sad-obscherazvivauschego-vida-25-cheburashka/about/,,
sadik,Детский сад,Чебурашка,"Муниципальное Дошкольное Образовательное Учреждение Детский Сад №42 ""чебурашка""",Подольск,https://moskva.fulledu.ru/sadik/mdou-detskiy-sad-42-cheburashka/about/,,
sadik,Детский сад,Чебурашка,Чебурашка,Химки,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-23-cheburashka/about/,,
sadik,Детский сад,Чебурашка,"Муниципальное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида №53 ""чебурашка""",Клин,https://moskva.fulledu.ru/sadik/detskiy-sad-mdou-ds-kombinirovannogo-vida-53-cheburashka/about/,,
sadik,Детский сад,Чебурашка,Чебурашка,поселок Верея,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-18-cheburashka/about/,,
sadik,Детский сад,"Черкизовская, 24Б","Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1505 ""Московская городская педагогическая гимназия-лаборатория""",Москва,https://moskva.fulledu.ru/sadik/911-detskiy-sad/about/,,
sadik,Детский сад,"Черкизовская, 32",576,Москва,https://moskva.fulledu.ru/sadik/576-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,"Черкизовская, 8",888,Москва,https://moskva.fulledu.ru/sadik/1933-detskiy-sad-7476-829496/about/,,
sadik,Детский сад,Чертановское-2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 504""",Москва,https://moskva.fulledu.ru/sadik/1820-nachalnaya-shkoladetskiy-sad-kompensiruuschego-vida-dlya-detey-s-narusheniem-rechi/about/,,
sadik,Детский сад,Чудосад,Чудосад,Одинцово,https://moskva.fulledu.ru/sadik/chastnyy-detskiy-sad-chudosad/about/,,
sadik,Детский сад,Шаболовка,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Многопрофильный лицей № 1799""",Москва,https://moskva.fulledu.ru/sadik/2204-detskiy-sad-kompensiruuschego-vida-dlya-detey-s-narusheniem-rechi/about/,,
sadik,Детский сад,Шверника 1к2,2486,Москва,https://moskva.fulledu.ru/sadik/2486-detskiy-sad/about/,,
sadik,Детский сад,Шверника 9,252,Москва,https://moskva.fulledu.ru/sadik/252-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,"Школа ""НИКА""","Школа ""НИКА""",Москва,https://moskva.fulledu.ru/sadik/1316-detskiy-sad/about/,,
sadik,Детский сад,Школа лицей №1420 корпус №11,детский сад компенсирующего вида № 1643,Москва,https://moskva.fulledu.ru/sadik/1643-nachalnaya-shkoladetskiy-sad-dlya-detey-s-narusheniem-rechi/about/,,
sadik,Детский сад,Школа лицей №1420 корпус №4,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1420""",Москва,https://moskva.fulledu.ru/sadik/1464-detskiy-sad-8607-801101/about/,,
sadik,Детский сад,Школа лицей №1420 корпус №5,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1420""",Москва,https://moskva.fulledu.ru/sadik/756-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа лицей №1420 корпус №6,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1420""",Москва,https://moskva.fulledu.ru/sadik/263-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа № 1002,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1002,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-37-7208-637156/about/,,
sadik,Детский сад,Школа № 1002,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1002,Москва,https://moskva.fulledu.ru/sadik/1880-detskiy-sad-logopedicheskiy-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 1002,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1002,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-412-5406-331753/about/,,
sadik,Детский сад,Школа № 1015,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1015""",Москва,https://moskva.fulledu.ru/sadik/1736-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 1015,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1015""",Москва,https://moskva.fulledu.ru/sadik/1758-detskiy-sad/about/,,
sadik,Детский сад,Школа № 1015,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1015""",Москва,https://moskva.fulledu.ru/sadik/1800-detskiy-sad-dlya-detey-s-narusheniem-opornodvigatelnogo-apparata-i-s-dcp/about/,,
sadik,Детский сад,Школа № 1297,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297,Москва,https://moskva.fulledu.ru/sadik/501-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа № 1297,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297,Москва,https://moskva.fulledu.ru/sadik/879-detskiy-sad/about/,,
sadik,Детский сад,Школа № 1297,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-54-2781-595068/about/,,
sadik,Детский сад,Школа № 1416 корпус № 3,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1416 ""Лианозово""",Москва,https://moskva.fulledu.ru/sadik/1817-nachalnaya-shkoladetskiy-sad/about/,,
sadik,Детский сад,Школа № 1416 корпус № 4,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-1019-kompensiruuschego-vida-ortopedicheskiy/about/,,
sadik,Детский сад,Школа № 1416 корпус № 6,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416,Москва,https://moskva.fulledu.ru/sadik/1311-detskiy-sad-kombinirovannogo-vida-logopedicheskiy/about/,,
sadik,Детский сад,Школа № 1416 корпус № 7,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416,Москва,https://moskva.fulledu.ru/sadik/1321-detskiy-sad-ortopedicheskie-i-yaselnye-gruppy/about/,,
sadik,Детский сад,Школа № 1432,ДЕТСКИЙ САД № 1814,Москва,https://moskva.fulledu.ru/sadik/1814-nachalnaya-shkoladetskiy-sad/about/,,
sadik,Детский сад,Школа № 1741,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1741,Москва,https://moskva.fulledu.ru/sadik/2252-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 1741,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1741,Москва,https://moskva.fulledu.ru/sadik/2282-detskiy-sad-dlya-detey-s-narusheniem-opornodvigatelnogo-apparata/about/,,
sadik,Детский сад,Школа № 1747,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1747""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2319-kompensiruuschego-vida/about/,,
sadik,Детский сад,Школа № 1908 (Дошкольный корпус),детский сад № 2317,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2317-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Школа № 199,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-63-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 199,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-232-kompensiruuschego-vida-dlya-gluhih-detey-kruglosutochnyy/about/,,
sadik,Детский сад,Школа № 199,566,Москва,https://moskva.fulledu.ru/sadik/1385-detskiy-sad-9455-158093/about/,,
sadik,Детский сад,Школа № 199,детский сад № 1661,Москва,https://moskva.fulledu.ru/sadik/1661-detskiy-sad-fizkulturnoozdorovitelnyy/about/,,
sadik,Детский сад,Школа № 281,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-92-s-ortopedicheskimi-gruppami-i-gruppami-dlya-detey-s-zaderzhkoy-razvitiya/about/,,
sadik,Детский сад,Школа № 281,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-1120-kombinirovannogo-vida-s-logopedicheskimi-i-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 281,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281,Москва,https://moskva.fulledu.ru/sadik/2254-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 281,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-1431/about/,,
sadik,Детский сад,Школа № 283,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 283""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-112-kompensiruuschego-vida-dlya-detey-s-narusheniem-zreniya-i-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа № 283,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 283""",Москва,https://moskva.fulledu.ru/sadik/261-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 283,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 283""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-1047-kompensiruuschego-vida-s-logopedicheskimi-i-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 283,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 283""",Москва,https://moskva.fulledu.ru/sadik/1495-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 283,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 283""",Москва,https://moskva.fulledu.ru/sadik/1541-detskiy-sad-kombinirovannogo-vida-dlya-detey-s-narusheniem-opornodvigatelnogo-apparata/about/,,
sadik,Детский сад,Школа № 283,Школа № 283,Москва,https://moskva.fulledu.ru/sadik/1888-nachalnaya-shkoladetskiy-sad/about/,,
sadik,Детский сад,Школа № 362,Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 143,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-143-kompensiruushego-vida-dlya-detey-s-narusheniem-rechi/about/,,
sadik,Детский сад,Школа № 362,Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1475,Москва,https://moskva.fulledu.ru/sadik/1475-detskiy-sad-kombinirovannogo-vida-logopedicheskiy/about/,,
sadik,Детский сад,Школа № 362,Государственное бюджетное образовательное учреждение города Москвы детский сад № 564,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-564/about/,,
sadik,Детский сад,Школа № 38,818,Москва,https://moskva.fulledu.ru/sadik/818-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа № 38,1366,Москва,https://moskva.fulledu.ru/sadik/1366-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 38,Школа № 38,Москва,https://moskva.fulledu.ru/sadik/1820-detskiy-sad-kombinirovannogo-vida-s-logopedicheskimi-i-ortopedicheskimi-gruppami/about/,,
sadik,Детский сад,Школа № 386,2065,Москва,https://moskva.fulledu.ru/sadik/2065-detskiy-sad/about/,,
sadik,Детский сад,Школа № 386,24,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-24-7087-147482/about/,,
sadik,Детский сад,Школа № 49 ул. Введенского 15А,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 49""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-61-kompensiruuschego-vida-s-tuberkuleznoy-intoksikaciey/about/,,
sadik,Детский сад,"Школа № 49 ул. Введенского, д. 11А","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 49""",Москва,https://moskva.fulledu.ru/sadik/689-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 709 реализующая основную общеобразовательную программу дошкольного образования по адресу:,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 709,Москва,https://moskva.fulledu.ru/sadik/610-detskiy-sad-logopedicheskiy-s-yaselnymi-i-kruglosutochnymi-gruppami/about/,,
sadik,Детский сад,Школа № 709 реализующая основную общеобразовательную программу дошкольного образования по адресу:,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 709,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2658/about/,,
sadik,Детский сад,Школа № 709 реализующая основную общеобразовательную программу дошкольного образования по адресу:,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 709,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2656/about/,,
sadik,Детский сад,Школа № 709 реализующая основную общеобразовательную программу дошкольного образования по адресу:,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 709,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2657/about/,,
sadik,Детский сад,Школа № 712,114,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-140-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа № 727,2083,Москва,https://moskva.fulledu.ru/sadik/2083-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа № 744 имени Петра Николаевича Еремеева Дошкольное образование,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 744 имени Петра Николаевича Еремеева""",Москва,https://moskva.fulledu.ru/sadik/603-detskiy-sad-kombinirovannogo-vida/about/,,
sadik,Детский сад,Школа № 744 имени Петра Николаевича Еремеева Дошкольное образование,2079,Москва,https://moskva.fulledu.ru/sadik/2079-detskiy-sad/about/,,
sadik,Детский сад,Школа № 806 Дошкольное образование Корпус 7,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806,Москва,https://moskva.fulledu.ru/sadik/1790-detskiy-sad-fizkulturnoozdorovitelnyy-dlya-detey-s-narusheniem-opornodvigatelnogo-apparata-i-s/about/,,
sadik,Детский сад,Школа № 810 (Корпус №3),"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 810""",Москва,https://moskva.fulledu.ru/sadik/1540-detskiy-sad-obscherazvivauschego-vida/about/,,
sadik,Детский сад,Школа № 810 (Корпус №4),"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 810""",Москва,https://moskva.fulledu.ru/sadik/1307-detskiy-sad/about/,,
sadik,Детский сад,Школа № 810 (Корпус №5),"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 810""",Москва,https://moskva.fulledu.ru/sadik/1907-detskiy-sad-ortopedicheskiy/about/,,
sadik,Детский сад,Школа № 949 (здание № 3),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 949,Москва,https://moskva.fulledu.ru/sadik/1687-detskiy-sad/about/,,
sadik,Детский сад,Школа № 949 (здание № 4),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 949,Москва,https://moskva.fulledu.ru/sadik/1846-nachalnaya-shkoladetskiy-sad-logopedicheskiy/about/,,
sadik,Детский сад,Школа № 949 (здание № 5),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 949,Москва,https://moskva.fulledu.ru/sadik/1680-detskiy-sad-kombinirovannogo-vida-s-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Школа № 949 (здание № 6),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 949,Москва,https://moskva.fulledu.ru/sadik/1675-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 949 (здание № 7),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 949,Москва,https://moskva.fulledu.ru/sadik/1724-detskiy-sad-fizkulturnoozdorovitelnyy/about/,,
sadik,Детский сад,Школа № 978 (здание № 3) бывш. детский сад №2237,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением отдельных предметов № 978""",Москва,https://moskva.fulledu.ru/sadik/2237-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа № 978 (здание № 4) бывш. детский сад №117,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением отдельных предметов № 978""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-144-s-yaselnoy-gruppoy-4150-785052/about/,,
sadik,Детский сад,Школа № 978 (здание № 5) бывш. детский сад №64,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением отдельных предметов № 978""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-64-7163-503262/about/,,
