category,category_label,name,legal_name,town,url,website,website_source
sadik,Детский сад,Детский сад № 46 (логопедический с ясельными группами),46,,https://moskva.fulledu.ru/sadik/46-detskiy-sad-logopedicheskiy-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Детский сад № 46 центр Развития Ребенка,Детский сад № 46 центр Развития Ребенка,Апрелевка,https://moskva.fulledu.ru/sadik/46-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Детский сад № 47,Детский сад № 47,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-47-6395-335409/about/,,
sadik,Детский сад,Детский сад № 47,Детский сад № 47,поселок городского типа Томилино,https://moskva.fulledu.ru/sadik/47-detskiy-sad-7402-759102/about/,,
sadik,Детский сад,Детский сад № 47 Ветерок,Детский сад № 47 Ветерок,садовое товарищество Нудоль,https://moskva.fulledu.ru/sadik/47-veterok-detskiy-sad/about/,,
sadik,Детский сад,"Детский сад № 47""","Детский сад № 47""",Балашиха,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-47-2259-3215/about/,,
sadik,Детский сад,Детский сад № 471 (с ясельными группами),Детский сад № 471 (с ясельными группами),Москва,https://moskva.fulledu.ru/sadik/471-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Детский сад № 474,детский сад № 474,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-474-4975-910209/about/,,
sadik,Детский сад,Детский сад № 478 (с ясельной группой),478,Москва,https://moskva.fulledu.ru/sadik/478-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 48,Детский сад № 48,Воскресенск,https://moskva.fulledu.ru/sadik/48-detskiy-sad-7691-43423/about/,,
sadik,Детский сад,"Детский сад № 48 ""Ладушки""","Муниципальное Дошкольное Образовательное Учреждение Детский Сад Для Детей Раннего Возраста № 48 ""ладушки""",Воскресенск,https://moskva.fulledu.ru/sadik/mdou-detskiy-sad-48-ladushki/about/,,
sadik,Детский сад,"Детский сад № 48 ""Ягодка"" п.Свердловский ЩМР МО","Муниципальное Автономное Дошкольное Образовательное Учреждение Детский Сад №48 ""ягодка"" Посёлка Свердловский Щёлковского Муниципального Района Московской Области",поселок городского типа Свердловский,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-48-yagodka-psverdlovskiy-schmr-mo/about/,,
sadik,Детский сад,Детский сад № 48 (ортопедический),Детский сад № 48 (ортопедический),,https://moskva.fulledu.ru/sadik/detskiy-sad-48-ortopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 480 (для детей с нарушением зрения с ясельной группой),480,Москва,https://moskva.fulledu.ru/sadik/480-detskiy-sad-dlya-detey-s-narusheniem-zreniya-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 487 Малыш (с ясельными и круглосуточной группами),Детский сад № 487 Малыш (с ясельными и круглосуточной группами),Москва,https://moskva.fulledu.ru/sadik/487-malysh-detskiy-sad-s-yaselnymi-i-kruglosutochnoy-gruppami/about/,,
sadik,Детский сад,Детский сад № 493 Ясли (санаторнотуберкулезный компенсирующего вида),203,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-493-yasli-sanatornotuberkuleznyy-kompensiruuschego-vida/about/,,
sadik,Детский сад,Детский сад № 497 (логопедический с ясельной группой),Детский сад № 497 (логопедический с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/497-detskiy-sad-logopedicheskiy-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 499,Детский сад № 499,Москва,https://moskva.fulledu.ru/sadik/499-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 5,"Муниципальное дошкольное образовательное учреждение ""Детский сад общеразвивающего вида № 5""",Сергиев Посад,https://moskva.fulledu.ru/sadik/5-detskiy-sad-129-338608/about/,,
sadik,Детский сад,Детский сад № 5,"Муниципальное Автономное Дошкольное Образовательное Учреждение Города Реутов ""детский Сад Комбинированного Вида № 5 ""аленький Цветочек""",Реутов,https://moskva.fulledu.ru/sadik/detskiy-sad-madou-5-8044-1299/about/,,
sadik,Детский сад,Детский сад № 5 (для детей с нарушением зрения),Детский сад № 5 (для детей с нарушением зрения),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-5-dlya-detey-s-narusheniem-zreniya/about/,,
sadik,Детский сад,Детский сад № 5 Сказка центр Развития Ребенка,Детский сад № 5 Сказка центр Развития Ребенка,Мытищи,https://moskva.fulledu.ru/sadik/detskiy-sad-5-skazka-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Детский сад № 50,Детский сад № 50,поселок Пансионат Клязьминское водохранилище,https://moskva.fulledu.ru/sadik/detskiy-sad-50-dou/about/,,
sadik,Детский сад,Детский сад № 50,Детский сад № 50,Москва,https://moskva.fulledu.ru/sadik/50-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 50,Детский сад № 50,Москва,https://moskva.fulledu.ru/sadik/50-detskiy-sad-5060-120295/about/,,
sadik,Детский сад,Детский сад № 50 (с логопедическими группами),Детский сад № 50 (с логопедическими группами),Химки,https://moskva.fulledu.ru/sadik/detskiy-sad-50-s-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 50 Солнышко,Детский сад № 50 Солнышко,поселок совхоза Архангельский,https://moskva.fulledu.ru/sadik/50-solnyshko-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 50 Солнышко,Детский сад № 50 Солнышко,поселок Лесное Озеро,https://moskva.fulledu.ru/sadik/50-solnyshko-detskiy-sad-5427-512185/about/,,
